key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
14,"Habitationsmodul & Kosmoport fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Habitationsmodul & Kosmoport - Fertiggestellt","Sowohl die Habitationsmodule als auch der Kosmoport sind fertig! So langsam sieht die Station nach etwas aus. Danke für die hoppeltastische Hilfe!","Sowohl die Habitationsmodule als auch der Kosmoport sind fertig! Danke für die hoppeltastische Hilfe!","Searchingway",4,False,158,13,0,241007,1401,18,3,5,0,2,3,0,0,0,0,0,0,0,0,0
15,"Sternenhangar: Erweiterung I in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Sternenhangar: Erweiterung I - In Planung","Wir wollen den Sternenhangar überarbeiten, wofür gerade noch Materialien gesammelt werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen den Sternenhangar überarbeiten. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",4,False,158,14,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
16,"Sternenhangar: Erweiterung I in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Sternenhangar: Erweiterung I - In Vorbereitung","Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",4,False,158,15,0,241008,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
17,"Sternenhangar: Erweiterung I im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Sternenhangar: Erweiterung I - Im Gange","Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",4,False,158,16,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
18,"Sternenhangar Beta fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Sternenhangar Beta - Fertiggestellt","Der Sternenhangar ist fertig überarbeitet! Vielleicht motiviert das ja die Sternenläufer, jetzt noch härter zu arbeiten. Danke für die hoppeltastische Hilfe!","Der Sternenhangar ist fertig überarbeitet! Danke für die hoppeltastische Hilfe!","Searchingway",5,False,158,17,0,241009,1402,18,4,5,0,2,3,0,0,0,0,0,0,0,0,0
19,"Kosmozapper: Nordwestlicher Radius in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Kosmozapper: Nordwestlicher Radius - In Planung","Der Kosmozapper soll um einen nordwestlichen Radius erweitert werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Der Kosmozapper soll um einen nordwestlichen Radius erweitert werden! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",5,False,158,18,0,241010,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
20,"Kosmozapper: Nordwestlicher Radius im Ausbau<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Warte die Fertigstellung ab!","Kosmozapper: Nordwestlicher Radius - Im Ausbau","Der Zeitpunkt der Fertigstellung für den nordwestlichen Radius des Kosmozappers steht nun fest! Nur noch ein bisschen Geduld, dann können wir uns direkt auf die Bretter schwingen!","Der Zeitpunkt der Fertigstellung für den nordwestlichen Radius des Kosmozappers steht nun fest!","Searchingway",5,False,158,18,0,241010,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
21,"Kosmozapper: Nordwestlicher Radius fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Kosmozapper: Nordwestlicher Radius - Fertiggestellt","Der nordwestliche Radius des Kosmozappers ist fertig! Wenn das die Erkundung in dem Gebiet nicht ankurbelt, weiß ich auch nicht. Danke für die hoppeltastische Hilfe!","Der nordwestliche Radius des Kosmozappers ist fertig! Danke für die hoppeltastische Hilfe!","Searchingway",6,False,158,19,0,241011,1407,18,5,6,0,2,3,0,0,0,0,0,0,0,0,0
22,"Kosmozapper: Südöstlicher Radius in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Kosmozapper: Südöstlicher Radius - In Planung","Der Kosmozapper soll um einen südöstlichen Radius erweitert werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Der Kosmozapper soll um einen südöstlichen Radius erweitert werden! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",6,False,158,20,0,241012,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
23,"Kosmozapper: Südöstlicher Radius im Ausbau<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Warte die Fertigstellung ab!","Kosmozapper: Südöstlicher Radius - Im Ausbau","Der Zeitpunkt der Fertigstellung für den südöstlichen Radius des Kosmozappers steht nun fest! Nur noch ein bisschen Geduld, dann können wir uns direkt auf die Bretter schwingen!","Der Zeitpunkt der Fertigstellung für den südöstlichen Radius des Kosmozappers steht nun fest!","Searchingway",6,False,158,20,0,241012,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
24,"Kosmozapper: Südöstlicher Radius fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Kosmozapper: Südöstlicher Radius - Fertiggestellt","Der südöstliche Radius des Kosmozappers ist fertig! Wenn das die Erkundung in dem Gebiet nicht ankurbelt, weiß ich auch nicht. Danke für die hoppeltastische Hilfe!","Der südöstliche Radius des Kosmozappers ist fertig! Danke für die hoppeltastische Hilfe!","Searchingway",7,False,158,21,0,241013,1409,18,6,6,0,2,3,4,6,7,0,0,0,0,0,0
25,"Piercingways Tunnel in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Piercingways Tunnel - In Planung","Wir wollen einen Tunnel in den Berg hauen! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen einen Tunnel in den Berg hauen! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",7,False,158,22,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
26,"Tunnel: Aushubarbeiten I in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Tunnel: Aushubarbeiten I - In Vorbereitung","Für die erste Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die erste Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",7,False,158,23,0,241014,1451,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
27,"Tunnel: Aushubarbeiten I im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Tunnel: Aushubarbeiten I - Im Gange","Für die erste Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die erste Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",7,False,158,24,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
28,"Tunnel: Aushubarbeiten II in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Tunnel: Aushubarbeiten II - In Vorbereitung","Für die zweite Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die zweite Etappe der Aushubarbeiten des Tunnels ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",8,False,158,25,0,241015,1401,18,7,5,0,2,3,4,6,7,0,0,0,0,0,0
29,"Tunnel: Aushubarbeiten II im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Tunnel: Aushubarbeiten II - Im Gange","Für die zweite Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die zweite Etappe der Aushubarbeiten des Tunnels ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",8,False,158,25,0,241015,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
30,"Piercingways Tunnel fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Piercingways Tunnel - Fertiggestellt","Piercingways Tunnel ist fertig! Ich bin gespannt, was die Erkundung dort alles entdecken wird. Danke für die hoppeltastische Hilfe!","Piercingways Tunnel ist fertig! Danke für die hoppeltastische Hilfe!","Searchingway",9,False,158,26,0,241016,1408,18,8,6,0,2,3,4,6,7,0,0,0,0,0,0
31,"Kosmozapper: Südwestlicher Radius in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Kosmozapper: Südwestlicher Radius - In Planung","Der Kosmozapper soll um einen südwestlichen Radius erweitert werden! Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Der Kosmozapper soll um einen südwestlichen Radius erweitert werden! Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",9,False,158,27,0,241017,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
32,"Kosmozapper: Südwestlicher Radius im Ausbau<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Warte die Fertigstellung ab!","Kosmozapper: Südwestlicher Radius - Im Ausbau","Der Zeitpunkt der Fertigstellung für den südwestlichen Radius des Kosmozappers steht nun fest! Nur noch ein bisschen Geduld, dann können wir uns direkt auf die Bretter schwingen!","Der Zeitpunkt der Fertigstellung für den südwestlichen Radius des Kosmozappers steht nun fest!","Searchingway",9,False,158,27,0,241017,1452,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
33,"Kosmozapper: Südwestlicher Radius fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Kosmozapper: Südwestlicher Radius - Fertiggestellt","Der südwestliche Radius des Kosmozappers ist fertig! Wenn das die Erkundung in dem Gebiet nicht ankurbelt, weiß ich auch nicht. Danke für die hoppeltastische Hilfe!","Der südwestliche Radius des Kosmozappers ist fertig! Danke für die hoppeltastische Hilfe!","Searchingway",10,False,158,28,0,241018,1412,18,9,6,0,2,3,4,6,7,8,0,0,0,0,0
34,"Mondtor-Station: Erweiterung II in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Mondtor-Station: Erweiterung II - In Planung","Die Mondtor-Station wird noch grandioser erweitert. Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Die Mondtor-Station wird noch grandioser erweitert. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",10,False,158,29,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
35,"Mondtor-Station: Erweiterung II in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Mondtor-Station: Erweiterung II - In Vorbereitung","Für die grandiose Erweiterung der Mondtor-Station ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die grandiose Erweiterung der Mondtor-Station ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",10,False,158,30,0,241019,1451,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
36,"Mondtor-Station: Erweiterung II im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Mondtor-Station: Erweiterung II - Im Gange","Für die grandiose Erweiterung der Mondtor-Station ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die grandiose Erweiterung der Mondtor-Station ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",10,False,158,31,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
37,"Mondtor-Station: Basislager Gamma fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Mondtor-Station: Basislager Gamma - Fertiggestellt","Die Erweiterung der Mondtor-Station ist fertig und grandios! Das sollte der Erkundung einen ordentlichen Schwung verpassen. Danke für die hoppeltastische Hilfe!","Die Erweiterung der Mondtor-Station ist fertig und grandios! Danke für die hoppeltastische Hilfe!","Searchingway",11,False,158,32,0,241020,1410,18,10,6,1,2,3,5,6,7,8,0,0,0,0,0
38,"Energisierungswerke & Hydrofizierungswerke in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Energisierungswerke & Hydrofizierungswerke - In Planung","Wir wollen die Infrastruktur mit Strom- und Wasserwerken aufbessern. Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen die Infrastruktur mit Strom- und Wasserwerken aufbessern. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",11,False,158,33,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
39,"Energisierungswerke: Erweiterung in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Energisierungswerke: Erweiterung - In Vorbereitung","Für die Errichtung der Stromwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die Errichtung der Stromwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",11,False,158,34,0,241021,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
40,"Energisierungswerke: Erweiterung im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Energisierungswerke: Erweiterung - Im Gange","Für die Errichtung der Stromwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die Errichtung der Stromwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",11,False,158,35,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
41,"Hydrofizierungswerke: Erweiterung in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Hydrofizierungswerke: Erweiterung - In Vorbereitung","Für die Errichtung der Wasserwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die Errichtung der Wasserwerke ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",12,False,158,36,0,241022,1401,18,11,5,1,2,3,5,6,7,8,0,0,0,0,0
42,"Hydrofizierungswerke: Erweiterung im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Hydrofizierungswerke: Erweiterung - Im Gange","Für die Errichtung der Wasserwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die Errichtung der Wasserwerke ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",12,False,158,36,0,241022,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
43,"Energisierungswerke & Hydrofizierungswerke fertiggestellt<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Unterstütze weiter die Erkundung!","Energisierungswerke & Hydrofizierungswerke - Fertiggestellt","Sowohl die Energisierungswerke als auch die Hydrofizierungswerke sind fertig! Zwei Sorgen weniger, mit denen wir uns herumschlagen müssen. Danke für die hoppeltastische Hilfe!","Sowohl die Energisierungswerke als auch die Hydrofizierungswerke sind fertig! Danke für die hoppeltastische Hilfe!","Searchingway",13,False,158,37,0,241023,1401,18,12,5,1,2,3,5,6,7,8,0,0,0,0,0
44,"Sternenhangar Gamma & Kosmoport Beta in Planung<hex:02100103> <hex:024804F2023B03><hex:024904F2023C03>Schließe Stellarmissionen ab!","Sternenhangar Gamma & Kosmoport Beta - In Planung","Wir wollen Sternenhangar und Kosmoport überarbeiten. Jede einzelne Stellarmission hilft dabei, diesem Ziel näher zu kommen!","Wir wollen Sternenhangar und Kosmoport überarbeiten. Gerade werden noch Materialien gesammelt, wobei wir für jede Unterstützung dankbar sind!","Searchingway",13,False,158,38,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
45,"Sternenhangar: Erweiterung II in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Sternenhangar: Erweiterung II - In Vorbereitung","Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die Überarbeitung des Sternenhangars ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",13,False,158,39,0,241024,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
46,"Sternenhangar: Erweiterung II im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Sternenhangar: Erweiterung II - Im Gange","Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die Überarbeitung des Sternenhangars ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",13,False,158,40,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
47,"Kosmoport: Bauunterstützung II in Vorbereitung<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Bereite dich auf das Projekt vor!","Kosmoport: Bauunterstützung II - In Vorbereitung","Für die Überarbeitung des Kosmoports ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Wir hoffen, dass sich so viele Unterstützer wie möglich daran beteiligen werden!","Für die Überarbeitung des Kosmoports ist gerade ein Gemeinschaftsprojekt in Vorbereitung. Hilf doch bitte auch mit!","Searchingway",14,False,158,41,0,241025,1402,18,13,5,1,2,3,5,6,7,8,0,0,0,0,0
48,"Kosmoport: Bauunterstützung II im Gange<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Beteilige dich am Projekt!","Kosmoport: Bauunterstützung II - Im Gange","Für die Überarbeitung des Kosmoports ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Für die Überarbeitung des Kosmoports ist ein Gemeinschaftsprojekt im Gange! Wir können jede freie Hand gebrauchen!","Searchingway",14,False,158,41,0,241025,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
